Date,Close,High,Low,Open,Volume
2025-02-10,108.30999755859375,112.55000305175781,105.0,112.0,2945623
2025-02-11,109.30000305175781,110.0,105.05000305175781,108.9000015258789,3028318
2025-02-12,105.5999984741211,108.01000213623047,100.80000305175781,108.0,4096456
2025-02-13,102.9800033569336,107.5,101.69999694824219,105.58999633789062,2138872
2025-02-14,98.5,103.48999786376953,96.11000061035156,103.3499984741211,2540095
2025-02-17,99.41999816894531,101.75,96.0,96.0199966430664,3071579
2025-02-18,94.72000122070312,99.37999725341797,93.94999694824219,99.37999725341797,4109478
2025-02-19,97.56999969482422,98.94999694824219,93.44000244140625,93.86000061035156,5924766
2025-02-20,99.22000122070312,100.0,96.91000366210938,97.87999725341797,1333357
2025-02-21,98.76000213623047,102.48999786376953,98.0,99.0,2194750
2025-02-24,96.69999694824219,99.9800033569336,95.54000091552734,97.0,1985209
2025-02-25,95.05000305175781,98.30000305175781,94.44000244140625,96.68000030517578,2607760
2025-02-27,94.5,96.19999694824219,93.48999786376953,95.05000305175781,2390061
2025-02-28,89.52999877929688,94.33999633789062,89.0,93.75,4156685
2025-03-03,88.79000091552734,91.75,85.87999725341797,90.83000183105469,2549548
2025-03-04,88.56999969482422,93.0,84.3499984741211,84.3499984741211,3332822
2025-03-05,90.5,91.93000030517578,88.41000366210938,89.08999633789062,3390530
2025-03-06,92.76000213623047,94.29000091552734,91.22000122070312,92.0,2535616
2025-03-07,94.43000030517578,95.5,92.76000213623047,93.47000122070312,2141934
2025-03-10,92.66000366210938,97.36000061035156,91.51000213623047,94.80000305175781,2708912
2025-03-11,90.83999633789062,92.0,88.55000305175781,92.0,1381878
2025-03-12,89.37000274658203,92.33999633789062,89.0,92.0,2013653
2025-03-13,86.72000122070312,89.9800033569336,86.0,89.38999938964844,2110189
2025-03-17,84.83999633789062,88.16000366210938,84.20999908447266,86.70999908447266,4464404
2025-03-18,84.83999633789062,84.83999633789062,84.83999633789062,84.83999633789062,0
2025-03-19,89.66000366210938,91.4000015258789,87.2300033569336,89.23999786376953,4524853
2025-03-20,87.98999786376953,91.4800033569336,87.70999908447266,90.61000061035156,2601879
2025-03-21,92.91000366210938,93.61000061035156,87.58000183105469,88.5,3093129
2025-03-24,90.91999816894531,94.5999984741211,90.44999694824219,93.4800033569336,3936845
2025-03-25,88.52999877929688,92.5999984741211,88.0999984741211,92.30000305175781,2465273
2025-03-26,86.4000015258789,89.51000213623047,85.68000030517578,88.86000061035156,2915901
